2.03264	16	0.1367	0.09307	2.05044	0.11546	0.05019	1.6165	0.46363	4.47929	7.67303	0.713	4.47929	0.55359	1.19404	0.05033	3.19374	0.43394	0.93597	0.04339	0.51431	0.05863	0.59985	0.14384	0.54302	0.06202	0.43438	0.10365	0.10365	0.48596	0.23596	0.11798	0.16377	0.06644	0.06644	0.48543	0.50416	0.25208	0.51877	0.1296	0.1296	0.47131	0.32173	0.10724	0.6	0.24	0.4	0.28913	0.2493	0.18448	0.05915	0	1	0	0	0	0	R
1.77664	15	0.1228	0.06677	1.71924	0.1228	0.06677	1.71924	0.48195	5.18197	0	0	0	0	0	0	0	0	0	0	0.52573	0.0754	0.63188	0.08416	0.49143	0.0367	0.45584	0.24467	0.10584	0.43963	0.18228	0.09114	0.49961	0.32896	0.16448	0.5184	0.34582	0.17291	0.43847	0.08156	0.08156	0.45836	0.07003	0.07003	0.65	0.25	0.38462	0.27843	0.23547	0.17474	0.09284	0.00673	1	0	0	0	0	R
2.16371	15	0.10634	0.09846	1.4887	0.08116	0.03961	1.05513	0.43806	3.6493	6.97293	0.91076	3.6493	0.46563	1.06298	0.03326	3.32363	0.43357	0.98975	0.0271	0.45075	0.05212	0.58918	0.10772	0.47406	0.06	0.42279	0.18717	0.09859	0.36282	0.2332	0.1166	0.4774	0	0	0.40489	0.45001	0.22501	0.40859	0.12861	0.0643	0.43534	0.03189	0.03489	0.65	0.25	0.38462	0.28251	0.23442	0.17697	0.08578	0.00635	1	0	0	0	0	R
1.8647	19	0.10246	0.0532	1.84425	0.09387	0.04085	1.59576	0.51472	5.50728	8.25217	0.49841	5.50728	0.39546	0.7683	0.04943	2.74486	0.24849	0.48277	0.04141	0.53027	0.05319	0.64214	0.09337	0.47439	0.0246	0.49689	0.22131	0.11065	0.45879	0.11539	0.05769	0.53712	0.38873	0.12958	0.52581	0.38578	0.19289	0.43239	0.09425	0.09425	0.43156	0.05032	0.05032	0.65	0.25	0.38462	0.28134	0.23471	0.1757	0.08757	0.00712	1	0	0	0	0	R
1.88672	20	0.10029	0.04947	1.90556	0.09446	0.04399	1.7002	0.49437	6.80771	8.93173	0.312	6.80771	0.43704	0.88404	0.04632	2.12402	0.20536	0.4154	0.01867	0.51298	0.04021	0.62354	0.04597	0.54143	0.054	0.45281	0.22578	0.11289	0.47523	0.24079	0.07026	0.50446	0.22402	0.11201	0.52497	0.13392	0.13392	0.53644	0.14288	0.07144	0.47514	0.28114	0.1	0.61	0.24	0.39344	0.29114	0.25	0.17815	0.06582	0.0014	1	0	0	0	0	R
2.03776	21	0.09886	0.05772	1.97714	0.08855	0.03717	1.68241	0.484	5.68511	9.07842	0.59688	5.68511	0.42701	0.88225	0.0854	3.39331	0.29472	0.60893	0.03275	0.52296	0.0659	0.60778	0.09144	0.48984	0.05205	0.48772	0.17575	0.05858	0.44667	0.16972	0.08486	0.46654	0.20546	0.10273	0.50151	0.29472	0.29472	0.40987	0.20565	0.10283	0.4621	0.15188	0.07594	0.65	0.25	0.38462	0.28102	0.236	0.1756	0.08941	0.0067	1	0	0	0	0	R
1.69677	20	0.11382	0.08016	2.16264	0.09077	0.04619	1.54315	0.50634	4.25587	6.69351	0.57277	4.25587	0.45496	0.89853	0.06499	2.43764	0.30922	0.61069	0.06184	0.59751	0.07485	0.60943	0.11375	0.50093	0.0552	0.53627	0.30069	0.07571	0.52859	0.31027	0.31027	0.50642	0.22382	0.11191	0.5317	0.36783	0.18392	0.46909	0.1591	0.07955	0.43544	0.29209	0.14605	0.6	0.24	0.4	0.29297	0.25151	0.1859	0.04929	0	1	0	0	0	0	R
1.86778	17	0.12819	0.07863	2.05099	0.11317	0.05466	1.69757	0.50504	3.09002	5.95431	0.92695	3.09002	0.37116	0.73491	0.0464	2.86429	0.35341	0.69977	0.02524	0.48566	0.0788	0.69281	0.09848	0.57486	0.05334	0.42701	0.23109	0.11554	0.41026	0.35293	0.14647	0.52092	0.38932	0.19466	0.62264	0	0	0.57125	0.20141	0.10071	0.49463	0.29879	0.1494	0.63	0.24	0.38095	0.28749	0.23818	0.17751	0.07877	0.00271	1	0	0	0	0	R
1.74182	16	0.11326	0.05788	1.69885	0.10233	0.0424	1.43261	0.51831	4.37623	7.01938	0.60398	4.37623	0.36655	0.7072	0.07331	2.64316	0.26624	0.51367	0.03328	0.5312	0.05868	0.70743	0.10616	0.51916	0.06587	0.44944	0.08568	0.08568	0.49923	0.24899	0.10949	0.56063	0.06753	0.06753	0.60674	0.43658	0.21819	0.50926	0.15711	0.15711	0.44748	0.14594	0.07297	0.63	0.24	0.38095	0.28705	0.23856	0.1781	0.07767	0.00357	1	0	0	0	0	R
2.4279	16	0.08808	0.09721	1.32123	0.0648	0.04469	0.90726	0.39989	4.71195	8.06426	0.71145	4.71198	0.54613	1.36571	0.03034	3.35231	0.41396	1.03519	0.05175	0.40963	0.04347	0.52165	0.13724	0.42275	0.02915	0.39003	0.15584	0.07792	0.34361	0.16591	0.08296	0.38032	0.14361	0.07181	0.41565	0.41396	0.41396	0.39786	0.05414	0.01354	0.3701	0.12547	0.12547	0.66	0.25	0.37879	0.27996	0.2302	0.17743	0.09297	0.00778	1	0	0	0	0	R
