1.39622	18	0.10484	0.06517	1.78227	0.09428	0.05115	1.50843	0.49905	5.99191	8.58513	0.43279	5.99191	0.49532	0.99253	0.04503	2.59321	0.27384	0.54871	0.06846	0.48912	0.0747	0.63923	0.09685	0.52614	0.06297	0.42954	0.11519	0.0576	0.45898	0.12573	0.12573	0.55062	0.18372	0.09185	0.57962	0.43638	0.14546	0.5028	0.24083	0.12042	0.4571	0.06692	0.03346	0.54	0.22	0.40741	0.31298	0.25951	0.17072	0.01787	0	1	0	0	0	0	R
1.66042	21	0.12206	0.08805	2.44448	0.10723	0.06133	2.03731	0.54435	3.20059	6.16392	0.92587	3.20059	0.40387	0.74194	0.08077	2.96333	0.38298	0.70356	0.05471	0.57899	0.06857	0.63879	0.13475	0.54514	0.07633	0.46547	0.31429	0.15715	0.57221	0.19187	0.06396	0.56853	0.12774	0.12774	0.5312	0.55951	0.1865	0.48011	0.13861	0.13861	0.51012	0.30535	0.15267	0.59	0.24	0.40678	0.29244	0.25287	0.18597	0.04929	0	1	0	0	0	0	R
1.46022	21	0.13464	0.06845	2.69276	0.14075	0.07217	2.95565	0.65148	0	0	0	0	0	0	0	0	0	0	0	0.67529	0.0673	0.76119	0.11149	0.64457	0.10595	0.60637	0.20328	0.10164	0.6587	0.23212	0.11606	0.65855	0.2571	0.12855	0.67444	0.50535	0.12634	0.53787	0.18689	0.18689	0.63231	0.33074	0.16537	0.59	0.24	0.40678	0.29289	0.25176	0.18496	0.04726	0.04726	1	0	0	0	0	R
1.67731	20	0.11741	0.0705	2.23077	0.10508	0.04855	1.89141	0.56532	3.39399	6.54226	0.9276	3.39399	0.35668	0.63094	0.07134	3.14827	0.33936	0.6003	0.04242	0.6002	0.06403	0.76356	0.13441	0.59095	0.08047	0.50967	0.2819	0.14095	0.58088	0.26198	0.08733	0.5522	0.12302	0.12302	0.64031	0.43529	0.21764	0.59061	0.34531	0.1151	0.51333	0.14293	0.07147	0.6	0.24	0.4	0.28842	0.25108	0.18602	0.05638	0	1	0	0	0	0	R
1.84627	18	0.13386	0.09365	2.27565	0.11398	0.05095	1.82363	0.50526	3.51728	6.91463	0.9659	3.51728	0.46326	0.91686	0.05791	3.39735	0.45202	0.89463	0.05022	0.52834	0.04759	0.65818	0.15501	0.58536	0.06945	0.49231	0.1754	0.0877	0.49212	0.19246	0.09623	0.49542	0.1008	0.1008	0.52234	0.54624	0.27312	0.54569	0.14538	0.14538	0.50481	0.35046	0.11682	0.6	0.24	0.4	0.28904	0.24971	0.18718	0.05869	0	1	0	0	0	0	R
1.64045	16	0.158	0.06993	2.37001	0.1438	0.04706	2.01319	0.52496	3.70108	6.54413	0.76817	3.70108	0.41682	0.79401	0.03206	2.84305	0.35682	0.67971	0.07136	0.56937	0.06583	0.66159	0.13208	0.54248	0.08753	0.46543	0.2784	0.1392	0.5302	0.17018	0.17018	0.52912	0.18586	0.09293	0.52121	0.50687	0.25343	0.4517	0.17767	0.17767	0.51584	0.26124	0.13062	0.6	0.24	0.4	0.28991	0.25147	0.18435	0.05458	0	1	0	0	0	0	R
1.87743	19	0.12201	0.07518	2.19626	0.10944	0.05604	1.86056	0.5249	3.17487	6.01729	0.89529	3.17487	0.36069	0.68717	0.06012	2.84242	0.3357	0.63956	0.05595	0.55219	0.05296	0.69029	0.1152	0.49424	0.04356	0.50487	0.23491	0.0783	0.46065	0.3527	0.17635	0.52288	0.19387	0.19387	0.53783	0.48388	0.16129	0.45427	0.09376	0.04688	0.48586	0.11643	0.11643	0.63	0.24	0.38095	0.28606	0.23623	0.17875	0.08042	0.00379	1	0	0	0	0	R
1.69318	16	0.13201	0.05743	1.98012	0.12341	0.04925	1.72777	0.56401	4.06617	6.16166	0.51535	4.06617	0.36551	0.64806	0.04061	2.09549	0.25234	0.44741	0.02294	0.54927	0.0581	0.72466	0.09078	0.62846	0.05889	0.49155	0.14862	0.07431	0.50307	0.28409	0.14205	0.63205	0.36793	0.18397	0.65782	0	0	0.62511	0.27684	0.13842	0.55198	0.23216	0.11608	0.64	0.25	0.39063	0.28341	0.23604	0.17778	0.08389	0.00481	1	0	0	0	0	R
1.81146	15	0.11933	0.07155	1.67058	0.10684	0.05771	1.38892	0.51488	3.97906	6.24771	0.57015	3.97906	0.40404	0.78473	0.0404	2.26865	0.28166	0.54703	0.03521	0.52296	0.07836	0.66301	0.11212	0.49801	0.0402	0.507	0.19453	0.19453	0.44227	0.13383	0.06692	0.52602	0.22145	0.11073	0.52935	0.37436	0.18718	0.42248	0.11709	0.11709	0.46389	0.06685	0.03342	0.63	0.25	0.39683	0.28307	0.24006	0.17665	0.08685	0	1	0	0	0	0	R
1.44333	17	0.12502	0.03953	2.00027	0.12502	0.03953	2.00027	0.64192	6.63859	0	0	0	0	0	0	0	0	0	0	0.63651	0.05829	0.89877	0.07742	0.71478	0.06631	0.56722	0.13906	0.13906	0.57345	0.27519	0.13759	0.78468	0.17453	0.17453	0.75325	0.33629	0.1121	0.68801	0.27066	0.13533	0.65258	0.28938	0.14459	0.66	0.25	0.37879	0.27693	0.23555	0.17738	0.09007	0.01052	1	0	0	0	0	R
1.6512	15	0.13832	0.10108	1.93651	0.11548	0.06081	1.50124	0.57098	2.93776	5.01351	0.70658	2.93776	0.43527	0.76232	0.0256	2.07575	0.34814	0.60972	0.02678	0.62168	0.06192	0.77457	0.1283	0.57277	0.06764	0.5753	0.1493	0.07465	0.05429	0.22209	0.07403	0.68392	0	0	0.54674	0.43527	0.43527	0.4901	0.37442	0.18721	0.4745	0.10442	0.10442	0.63	0.25	0.39683	0.28375	0.2401	0.17865	0.07934	0.00622	1	0	0	0	0	R
